"quant" "prob" "quant_rank" "instruction" "condition" "model"
"1" 0.53202919417102 0.51754 1 "accuracy" 1 "independent"
"2" 0.729973993256726 0.51754 2 "accuracy" 1 "independent"
"3" 0.958522120784437 0.51754 3 "accuracy" 1 "independent"
"4" 1.31380265636222 0.51754 4 "accuracy" 1 "independent"
"5" 2.15851277645553 0.51754 5 "accuracy" 1 "independent"
"6" 0.491391569299388 0.48246 1 "accuracy" 1 "independent"
"7" 0.670117110019876 0.48246 2 "accuracy" 1 "independent"
"8" 0.896012247881662 0.48246 3 "accuracy" 1 "independent"
"9" 1.26830382798258 0.48246 4 "accuracy" 1 "independent"
"10" 2.13174106688299 0.48246 5 "accuracy" 1 "independent"
"11" 0.525662706799944 0.58807 1 "accuracy" 2 "independent"
"12" 0.708423038380418 0.58807 2 "accuracy" 2 "independent"
"13" 0.928801827805798 0.58807 3 "accuracy" 2 "independent"
"14" 1.27067621043535 0.58807 4 "accuracy" 2 "independent"
"15" 2.07284449824712 0.58807 5 "accuracy" 2 "independent"
"16" 0.495393571015294 0.41193 1 "accuracy" 2 "independent"
"17" 0.682146151264307 0.41193 2 "accuracy" 2 "independent"
"18" 0.910964464113287 0.41193 3 "accuracy" 2 "independent"
"19" 1.29027970097075 0.41193 4 "accuracy" 2 "independent"
"20" 2.18225037686067 0.41193 5 "accuracy" 2 "independent"
"21" 0.514984070963166 0.65807 1 "accuracy" 3 "independent"
"22" 0.685135277009568 0.65807 2 "accuracy" 3 "independent"
"23" 0.892476676639296 0.65807 3 "accuracy" 3 "independent"
"24" 1.21366994199187 0.65807 4 "accuracy" 3 "independent"
"25" 1.97530199837513 0.65807 5 "accuracy" 3 "independent"
"26" 0.498389049117837 0.34193 1 "accuracy" 3 "independent"
"27" 0.689065534220578 0.34193 2 "accuracy" 3 "independent"
"28" 0.929035056539742 0.34193 3 "accuracy" 3 "independent"
"29" 1.31264751903792 0.34193 4 "accuracy" 3 "independent"
"30" 2.21245117392198 0.34193 5 "accuracy" 3 "independent"
"31" 0.502294098347967 0.7484 1 "accuracy" 4 "independent"
"32" 0.656105587757539 0.7484 2 "accuracy" 4 "independent"
"33" 0.836456835697002 0.7484 3 "accuracy" 4 "independent"
"34" 1.12394690404634 0.7484 4 "accuracy" 4 "independent"
"35" 1.83400127182846 0.7484 5 "accuracy" 4 "independent"
"36" 0.505344620490479 0.2516 1 "accuracy" 4 "independent"
"37" 0.705084350075279 0.2516 2 "accuracy" 4 "independent"
"38" 0.954199954451229 0.2516 3 "accuracy" 4 "independent"
"39" 1.34422445661974 0.2516 4 "accuracy" 4 "independent"
"40" 2.26318470996092 0.2516 5 "accuracy" 4 "independent"
"41" 0.482845074874301 0.83527 1 "accuracy" 5 "independent"
"42" 0.619551826695519 0.83527 2 "accuracy" 5 "independent"
"43" 0.774292695611908 0.83527 3 "accuracy" 5 "independent"
"44" 1.02250486466963 0.83527 4 "accuracy" 5 "independent"
"45" 1.64596426469058 0.83527 5 "accuracy" 5 "independent"
"46" 0.504306799436036 0.16473 1 "accuracy" 5 "independent"
"47" 0.704775139121265 0.16473 2 "accuracy" 5 "independent"
"48" 0.957857724707944 0.16473 3 "accuracy" 5 "independent"
"49" 1.36145743831266 0.16473 4 "accuracy" 5 "independent"
"50" 2.26278797251509 0.16473 5 "accuracy" 5 "independent"
"51" 0.462039985788709 0.91365 1 "accuracy" 6 "independent"
"52" 0.578225674309474 0.91365 2 "accuracy" 6 "independent"
"53" 0.705361609800062 0.91365 3 "accuracy" 6 "independent"
"54" 0.904737779733746 0.91365 4 "accuracy" 6 "independent"
"55" 1.4221177259585 0.91365 5 "accuracy" 6 "independent"
"56" 0.498165099915179 0.08635 1 "accuracy" 6 "independent"
"57" 0.700660181536633 0.08635 2 "accuracy" 6 "independent"
"58" 0.947009572677317 0.08635 3 "accuracy" 6 "independent"
"59" 1.35225193992931 0.08635 4 "accuracy" 6 "independent"
"60" 2.25372965354896 0.08635 5 "accuracy" 6 "independent"
"61" 0.267785306021283 0.52261 1 "speed" 7 "independent"
"62" 0.305707147780818 0.52261 2 "speed" 7 "independent"
"63" 0.33435924179763 0.52261 3 "speed" 7 "independent"
"64" 0.365615655093131 0.52261 4 "speed" 7 "independent"
"65" 0.422091563202612 0.52261 5 "speed" 7 "independent"
"66" 0.262594677680356 0.47739 1 "speed" 7 "independent"
"67" 0.300143702068223 0.47739 2 "speed" 7 "independent"
"68" 0.328141413539565 0.47739 3 "speed" 7 "independent"
"69" 0.359724302198462 0.47739 4 "speed" 7 "independent"
"70" 0.415049843432948 0.47739 5 "speed" 7 "independent"
"71" 0.267229686871524 0.5882 1 "speed" 8 "independent"
"72" 0.30503583175392 0.5882 2 "speed" 8 "independent"
"73" 0.333350196433302 0.5882 3 "speed" 8 "independent"
"74" 0.364664821058925 0.5882 4 "speed" 8 "independent"
"75" 0.419480575200878 0.5882 5 "speed" 8 "independent"
"76" 0.261948701135919 0.4118 1 "speed" 8 "independent"
"77" 0.299724067946561 0.4118 2 "speed" 8 "independent"
"78" 0.327913453662782 0.4118 3 "speed" 8 "independent"
"79" 0.359429203506712 0.4118 4 "speed" 8 "independent"
"80" 0.415115823738836 0.4118 5 "speed" 8 "independent"
"81" 0.26627223966411 0.67181 1 "speed" 9 "independent"
"82" 0.303502129814619 0.67181 2 "speed" 9 "independent"
"83" 0.331327207499554 0.67181 3 "speed" 9 "independent"
"84" 0.362091560763781 0.67181 4 "speed" 9 "independent"
"85" 0.415789846371081 0.67181 5 "speed" 9 "independent"
"86" 0.261800345045256 0.32819 1 "speed" 9 "independent"
"87" 0.298766141907394 0.32819 2 "speed" 9 "independent"
"88" 0.32643424818893 0.32819 3 "speed" 9 "independent"
"89" 0.357631455995313 0.32819 4 "speed" 9 "independent"
"90" 0.412172857604661 0.32819 5 "speed" 9 "independent"
"91" 0.264346262436126 0.75096 1 "speed" 10 "independent"
"92" 0.300612403834802 0.75096 2 "speed" 10 "independent"
"93" 0.327940647188929 0.75096 3 "speed" 10 "independent"
"94" 0.357940647191328 0.75096 4 "speed" 10 "independent"
"95" 0.408587084639765 0.75096 5 "speed" 10 "independent"
"96" 0.260620329113344 0.24904 1 "speed" 10 "independent"
"97" 0.297357603361051 0.24904 2 "speed" 10 "independent"
"98" 0.324370439929534 0.24904 3 "speed" 10 "independent"
"99" 0.354217229820934 0.24904 4 "speed" 10 "independent"
"100" 0.405288325614573 0.24904 5 "speed" 10 "independent"
"101" 0.261951851900931 0.8323 1 "speed" 11 "independent"
"102" 0.298277248489475 0.8323 2 "speed" 11 "independent"
"103" 0.324511047300488 0.8323 3 "speed" 11 "independent"
"104" 0.352485347762161 0.8323 4 "speed" 11 "independent"
"105" 0.399156915318725 0.8323 5 "speed" 11 "independent"
"106" 0.258221787931522 0.1677 1 "speed" 11 "independent"
"107" 0.294274057118923 0.1677 2 "speed" 11 "independent"
"108" 0.3208141095619 0.1677 3 "speed" 11 "independent"
"109" 0.349360311846775 0.1677 4 "speed" 11 "independent"
"110" 0.399000444325723 0.1677 5 "speed" 11 "independent"
"111" 0.259245196621956 0.89383 1 "speed" 12 "independent"
"112" 0.294186263108164 0.89383 2 "speed" 12 "independent"
"113" 0.319416516167745 0.89383 3 "speed" 12 "independent"
"114" 0.346105582081612 0.89383 4 "speed" 12 "independent"
"115" 0.389178826345473 0.89383 5 "speed" 12 "independent"
"116" 0.254247521469241 0.10617 1 "speed" 12 "independent"
"117" 0.290268327841254 0.10617 2 "speed" 12 "independent"
"118" 0.316238076103816 0.10617 3 "speed" 12 "independent"
"119" 0.343744109199014 0.10617 4 "speed" 12 "independent"
"120" 0.386147854883978 0.10617 5 "speed" 12 "independent"
"121" 0.536561805236143 0.52001 1 "accuracy" 13 "independent"
"122" 0.731454103328969 0.52001 2 "accuracy" 13 "independent"
"123" 0.962286080679145 0.52001 3 "accuracy" 13 "independent"
"124" 1.32088487951838 0.52001 4 "accuracy" 13 "independent"
"125" 2.16531456526478 0.52001 5 "accuracy" 13 "independent"
"126" 0.489169805017661 0.47999 1 "accuracy" 13 "independent"
"127" 0.670239713353855 0.47999 2 "accuracy" 13 "independent"
"128" 0.890890979898718 0.47999 3 "accuracy" 13 "independent"
"129" 1.2521189377151 0.47999 4 "accuracy" 13 "independent"
"130" 2.10999266147174 0.47999 5 "accuracy" 13 "independent"
"131" 0.525375058955214 0.5913 1 "accuracy" 14 "independent"
"132" 0.706959714956049 0.5913 2 "accuracy" 14 "independent"
"133" 0.921523850031177 0.5913 3 "accuracy" 14 "independent"
"134" 1.26085054417711 0.5913 4 "accuracy" 14 "independent"
"135" 2.06849531561189 0.5913 5 "accuracy" 14 "independent"
"136" 0.495577143938284 0.4087 1 "accuracy" 14 "independent"
"137" 0.682155621439176 0.4087 2 "accuracy" 14 "independent"
"138" 0.922971650379061 0.4087 3 "accuracy" 14 "independent"
"139" 1.29410259945079 0.4087 4 "accuracy" 14 "independent"
"140" 2.18846043696575 0.4087 5 "accuracy" 14 "independent"
"141" 0.513548549098075 0.66148 1 "accuracy" 15 "independent"
"142" 0.686768385019499 0.66148 2 "accuracy" 15 "independent"
"143" 0.888255322547591 0.66148 3 "accuracy" 15 "independent"
"144" 1.20662858670265 0.66148 4 "accuracy" 15 "independent"
"145" 1.97615942611379 0.66148 5 "accuracy" 15 "independent"
"146" 0.501471112735161 0.33852 1 "accuracy" 15 "independent"
"147" 0.694423402713639 0.33852 2 "accuracy" 15 "independent"
"148" 0.9361848956474 0.33852 3 "accuracy" 15 "independent"
"149" 1.3214487616156 0.33852 4 "accuracy" 15 "independent"
"150" 2.21304918531977 0.33852 5 "accuracy" 15 "independent"
"151" 0.503441150034437 0.75005 1 "accuracy" 16 "independent"
"152" 0.657304003642344 0.75005 2 "accuracy" 16 "independent"
"153" 0.835409858687266 0.75005 3 "accuracy" 16 "independent"
"154" 1.12008149668264 0.75005 4 "accuracy" 16 "independent"
"155" 1.8512280395356 0.75005 5 "accuracy" 16 "independent"
"156" 0.499762312880884 0.24995 1 "accuracy" 16 "independent"
"157" 0.698099834176407 0.24995 2 "accuracy" 16 "independent"
"158" 0.944300845696662 0.24995 3 "accuracy" 16 "independent"
"159" 1.33931675391903 0.24995 4 "accuracy" 16 "independent"
"160" 2.25758088320707 0.24995 5 "accuracy" 16 "independent"
"161" 0.483151318912037 0.83566 1 "accuracy" 17 "independent"
"162" 0.620401419768296 0.83566 2 "accuracy" 17 "independent"
"163" 0.774652038374279 0.83566 3 "accuracy" 17 "independent"
"164" 1.02293419814954 0.83566 4 "accuracy" 17 "independent"
"165" 1.66096274421981 0.83566 5 "accuracy" 17 "independent"
"166" 0.500567756079979 0.16434 1 "accuracy" 17 "independent"
"167" 0.709022661688906 0.16434 2 "accuracy" 17 "independent"
"168" 0.954616707748491 0.16434 3 "accuracy" 17 "independent"
"169" 1.36364783691477 0.16434 4 "accuracy" 17 "independent"
"170" 2.29806674557964 0.16434 5 "accuracy" 17 "independent"
"171" 0.462576821665467 0.91128 1 "accuracy" 18 "independent"
"172" 0.577976578422201 0.91128 2 "accuracy" 18 "independent"
"173" 0.705473614160569 0.91128 3 "accuracy" 18 "independent"
"174" 0.903153347956989 0.91128 4 "accuracy" 18 "independent"
"175" 1.41403806473939 0.91128 5 "accuracy" 18 "independent"
"176" 0.495573277083873 0.08872 1 "accuracy" 18 "independent"
"177" 0.697599733517738 0.08872 2 "accuracy" 18 "independent"
"178" 0.949718633443732 0.08872 3 "accuracy" 18 "independent"
"179" 1.35018784176902 0.08872 4 "accuracy" 18 "independent"
"180" 2.26736417647392 0.08872 5 "accuracy" 18 "independent"
"181" 0.267373642189264 0.52189 1 "speed" 19 "independent"
"182" 0.304983293223576 0.52189 2 "speed" 19 "independent"
"183" 0.333708644221536 0.52189 3 "speed" 19 "independent"
"184" 0.365498535668966 0.52189 4 "speed" 19 "independent"
"185" 0.42199432605407 0.52189 5 "speed" 19 "independent"
"186" 0.262724047702204 0.47811 1 "speed" 19 "independent"
"187" 0.300518406322683 0.47811 2 "speed" 19 "independent"
"188" 0.328388360020803 0.47811 3 "speed" 19 "independent"
"189" 0.360118211999722 0.47811 4 "speed" 19 "independent"
"190" 0.416379383325001 0.47811 5 "speed" 19 "independent"
"191" 0.266732965112907 0.58656 1 "speed" 20 "independent"
"192" 0.304835995238813 0.58656 2 "speed" 20 "independent"
"193" 0.332836196280416 0.58656 3 "speed" 20 "independent"
"194" 0.364176473996918 0.58656 4 "speed" 20 "independent"
"195" 0.419911934535977 0.58656 5 "speed" 20 "independent"
"196" 0.26234561329509 0.41344 1 "speed" 20 "independent"
"197" 0.299929383091391 0.41344 2 "speed" 20 "independent"
"198" 0.328052190399263 0.41344 3 "speed" 20 "independent"
"199" 0.359561372668362 0.41344 4 "speed" 20 "independent"
"200" 0.415143856605081 0.41344 5 "speed" 20 "independent"
"201" 0.266352987247639 0.67046 1 "speed" 21 "independent"
"202" 0.303087252831745 0.67046 2 "speed" 21 "independent"
"203" 0.330946773664359 0.67046 3 "speed" 21 "independent"
"204" 0.361489581598554 0.67046 4 "speed" 21 "independent"
"205" 0.414470959950815 0.67046 5 "speed" 21 "independent"
"206" 0.261310928162752 0.32954 1 "speed" 21 "independent"
"207" 0.299460301991204 0.32954 2 "speed" 21 "independent"
"208" 0.32693320273161 0.32954 3 "speed" 21 "independent"
"209" 0.357869208134283 0.32954 4 "speed" 21 "independent"
"210" 0.411889864490998 0.32954 5 "speed" 21 "independent"
"211" 0.263822830889951 0.74947 1 "speed" 22 "independent"
"212" 0.301330379840044 0.74947 2 "speed" 22 "independent"
"213" 0.328305042960878 0.74947 3 "speed" 22 "independent"
