"quant" "prob" "quant_rank" "instruction" "condition" "model"
"1" 0.52957622970837 0.556931 1 "accuracy" 1 "independent"
"2" 0.717476185220772 0.556931 2 "accuracy" 1 "independent"
"3" 0.940195887225888 0.556931 3 "accuracy" 1 "independent"
"4" 1.28898522312568 0.556931 4 "accuracy" 1 "independent"
"5" 2.1107219240544 0.556931 5 "accuracy" 1 "independent"
"6" 0.49308960055002 0.443069 1 "accuracy" 1 "independent"
"7" 0.677497427439602 0.443069 2 "accuracy" 1 "independent"
"8" 0.906527931311157 0.443069 3 "accuracy" 1 "independent"
"9" 1.27569642774892 0.443069 4 "accuracy" 1 "independent"
"10" 2.14993050757008 0.443069 5 "accuracy" 1 "independent"
"11" 0.520882190132621 0.623033 1 "accuracy" 2 "independent"
"12" 0.698407613038945 0.623033 2 "accuracy" 2 "independent"
"13" 0.9083277535171 0.623033 3 "accuracy" 2 "independent"
"14" 1.23907493443195 0.623033 4 "accuracy" 2 "independent"
"15" 2.03118777186225 0.623033 5 "accuracy" 2 "independent"
"16" 0.497744415801476 0.376967 1 "accuracy" 2 "independent"
"17" 0.68835747487764 0.376967 2 "accuracy" 2 "independent"
"18" 0.925328888987051 0.376967 3 "accuracy" 2 "independent"
"19" 1.30591049734752 0.376967 4 "accuracy" 2 "independent"
"20" 2.19643865762374 0.376967 5 "accuracy" 2 "independent"
"21" 0.509297930252047 0.6993559 1 "accuracy" 3 "independent"
"22" 0.674133954592373 0.6993559 2 "accuracy" 3 "independent"
"23" 0.867349265302462 0.6993559 3 "accuracy" 3 "independent"
"24" 1.1727325218127 0.6993559 4 "accuracy" 3 "independent"
"25" 1.92055016238951 0.6993559 5 "accuracy" 3 "independent"
"26" 0.501253483365295 0.3006441 1 "accuracy" 3 "independent"
"27" 0.697577345897146 0.3006441 2 "accuracy" 3 "independent"
"28" 0.942391608266848 0.3006441 3 "accuracy" 3 "independent"
"29" 1.33359460697308 0.3006441 4 "accuracy" 3 "independent"
"30" 2.23883689643308 0.3006441 5 "accuracy" 3 "independent"
"31" 0.497591135152375 0.7657183 1 "accuracy" 4 "independent"
"32" 0.64999243609424 0.7657183 2 "accuracy" 4 "independent"
"33" 0.826615077917514 0.7657183 3 "accuracy" 4 "independent"
"34" 1.10734076842591 0.7657183 4 "accuracy" 4 "independent"
"35" 1.80711751850785 0.7657183 5 "accuracy" 4 "independent"
"36" 0.503372503572073 0.2342817 1 "accuracy" 4 "independent"
"37" 0.704107342785218 0.2342817 2 "accuracy" 4 "independent"
"38" 0.954016391114934 0.2342817 3 "accuracy" 4 "independent"
"39" 1.35148119730525 0.2342817 4 "accuracy" 4 "independent"
"40" 2.26784316857722 0.2342817 5 "accuracy" 4 "independent"
"41" 0.483161502326417 0.8354561 1 "accuracy" 5 "independent"
"42" 0.620218388777309 0.8354561 2 "accuracy" 5 "independent"
"43" 0.776003901270206 0.8354561 3 "accuracy" 5 "independent"
"44" 1.02347507504519 0.8354561 4 "accuracy" 5 "independent"
"45" 1.65432314331577 0.8354561 5 "accuracy" 5 "independent"
"46" 0.502800618486474 0.1645439 1 "accuracy" 5 "independent"
"47" 0.704136931790465 0.1645439 2 "accuracy" 5 "independent"
"48" 0.956427535364006 0.1645439 3 "accuracy" 5 "independent"
"49" 1.35729408728031 0.1645439 4 "accuracy" 5 "independent"
"50" 2.27606283594384 0.1645439 5 "accuracy" 5 "independent"
"51" 0.467302679195399 0.895585 1 "accuracy" 6 "independent"
"52" 0.588559558052647 0.895585 2 "accuracy" 6 "independent"
"53" 0.722368245943017 0.895585 3 "accuracy" 6 "independent"
"54" 0.932685644532532 0.895585 4 "accuracy" 6 "independent"
"55" 1.4778059728234 0.895585 5 "accuracy" 6 "independent"
"56" 0.499075964756612 0.104415 1 "accuracy" 6 "independent"
"57" 0.69807049760341 0.104415 2 "accuracy" 6 "independent"
"58" 0.947742831755099 0.104415 3 "accuracy" 6 "independent"
"59" 1.34538931878033 0.104415 4 "accuracy" 6 "independent"
"60" 2.26292400428034 0.104415 5 "accuracy" 6 "independent"
"61" 0.267864128328221 0.5544078 1 "speed" 7 "independent"
"62" 0.303963742928921 0.5544078 2 "speed" 7 "independent"
"63" 0.332433362677736 0.5544078 3 "speed" 7 "independent"
"64" 0.364837510514324 0.5544078 4 "speed" 7 "independent"
"65" 0.422123397097401 0.5544078 5 "speed" 7 "independent"
"66" 0.263289712442734 0.4455922 1 "speed" 7 "independent"
"67" 0.298928637358524 0.4455922 2 "speed" 7 "independent"
"68" 0.327143123874321 0.4455922 3 "speed" 7 "independent"
"69" 0.359432147692552 0.4455922 4 "speed" 7 "independent"
"70" 0.41710980779729 0.4455922 5 "speed" 7 "independent"
"71" 0.267306592469359 0.6191401 1 "speed" 8 "independent"
"72" 0.303127537742214 0.6191401 2 "speed" 8 "independent"
"73" 0.331256803455556 0.6191401 3 "speed" 8 "independent"
"74" 0.363226103441935 0.6191401 4 "speed" 8 "independent"
"75" 0.419470547242243 0.6191401 5 "speed" 8 "independent"
"76" 0.262981280110318 0.3808599 1 "speed" 8 "independent"
"77" 0.298407716035403 0.3808599 2 "speed" 8 "independent"
"78" 0.326446484722756 0.3808599 3 "speed" 8 "independent"
"79" 0.35850232896482 0.3808599 4 "speed" 8 "independent"
"80" 0.415601823664631 0.3808599 5 "speed" 8 "independent"
"81" 0.266241897784956 0.6951688 1 "speed" 9 "independent"
"82" 0.301620335626078 0.6951688 2 "speed" 9 "independent"
"83" 0.329223949295201 0.6951688 3 "speed" 9 "independent"
"84" 0.360335089160952 0.6951688 4 "speed" 9 "independent"
"85" 0.414508777570871 0.6951688 5 "speed" 9 "independent"
"86" 0.262137812258034 0.3048312 1 "speed" 9 "independent"
"87" 0.297271744651714 0.3048312 2 "speed" 9 "independent"
"88" 0.324950742024161 0.3048312 3 "speed" 9 "independent"
"89" 0.35639867533989 0.3048312 4 "speed" 9 "independent"
"90" 0.411851097126706 0.3048312 5 "speed" 9 "independent"
"91" 0.264872334717884 0.7643444 1 "speed" 10 "independent"
"92" 0.299643741306005 0.7643444 2 "speed" 10 "independent"
"93" 0.326602339889634 0.7643444 3 "speed" 10 "independent"
"94" 0.356761900614999 0.7643444 4 "speed" 10 "independent"
"95" 0.408553261091529 0.7643444 5 "speed" 10 "independent"
"96" 0.26098920778528 0.2356556 1 "speed" 10 "independent"
"97" 0.29566251192716 0.2356556 2 "speed" 10 "independent"
"98" 0.322743557122715 0.2356556 3 "speed" 10 "independent"
"99" 0.353302266289388 0.2356556 4 "speed" 10 "independent"
"100" 0.40673630855454 0.2356556 5 "speed" 10 "independent"
"101" 0.262960735801259 0.832561 1 "speed" 11 "independent"
"102" 0.296919303257895 0.832561 2 "speed" 11 "independent"
"103" 0.323051293438357 0.832561 3 "speed" 11 "independent"
"104" 0.35192386229856 0.832561 4 "speed" 11 "independent"
"105" 0.400592389626284 0.832561 5 "speed" 11 "independent"
"106" 0.259126646871438 0.167439 1 "speed" 11 "independent"
"107" 0.293071385206061 0.167439 2 "speed" 11 "independent"
"108" 0.319444481176285 0.167439 3 "speed" 11 "independent"
"109" 0.348912024901457 0.167439 4 "speed" 11 "independent"
"110" 0.399381023962435 0.167439 5 "speed" 11 "independent"
"111" 0.260335318494722 0.8939669 1 "speed" 12 "independent"
"112" 0.293327250170019 0.8939669 2 "speed" 12 "independent"
"113" 0.318440606371002 0.8939669 3 "speed" 12 "independent"
"114" 0.345839415768292 0.8939669 4 "speed" 12 "independent"
"115" 0.39078019358127 0.8939669 5 "speed" 12 "independent"
"116" 0.256748324438559 0.1060331 1 "speed" 12 "independent"
"117" 0.289637000072029 0.1060331 2 "speed" 12 "independent"
"118" 0.314897788508461 0.1060331 3 "speed" 12 "independent"
"119" 0.342816222744057 0.1060331 4 "speed" 12 "independent"
"120" 0.389374149625622 0.1060331 5 "speed" 12 "independent"
"121" 0.52957622970837 0.556931 1 "accuracy" 13 "independent"
"122" 0.717476185220772 0.556931 2 "accuracy" 13 "independent"
"123" 0.940195887225888 0.556931 3 "accuracy" 13 "independent"
"124" 1.28898522312568 0.556931 4 "accuracy" 13 "independent"
"125" 2.1107219240544 0.556931 5 "accuracy" 13 "independent"
"126" 0.49308960055002 0.443069 1 "accuracy" 13 "independent"
"127" 0.677497427439602 0.443069 2 "accuracy" 13 "independent"
"128" 0.906527931311157 0.443069 3 "accuracy" 13 "independent"
"129" 1.27569642774892 0.443069 4 "accuracy" 13 "independent"
"130" 2.14993050757008 0.443069 5 "accuracy" 13 "independent"
"131" 0.520882190132621 0.623033 1 "accuracy" 14 "independent"
"132" 0.698407613038945 0.623033 2 "accuracy" 14 "independent"
"133" 0.9083277535171 0.623033 3 "accuracy" 14 "independent"
"134" 1.23907493443195 0.623033 4 "accuracy" 14 "independent"
"135" 2.03118777186225 0.623033 5 "accuracy" 14 "independent"
"136" 0.497744415801476 0.376967 1 "accuracy" 14 "independent"
"137" 0.68835747487764 0.376967 2 "accuracy" 14 "independent"
"138" 0.925328888987051 0.376967 3 "accuracy" 14 "independent"
"139" 1.30591049734752 0.376967 4 "accuracy" 14 "independent"
"140" 2.19643865762374 0.376967 5 "accuracy" 14 "independent"
"141" 0.509297930252047 0.6993559 1 "accuracy" 15 "independent"
"142" 0.674133954592373 0.6993559 2 "accuracy" 15 "independent"
"143" 0.867349265302462 0.6993559 3 "accuracy" 15 "independent"
"144" 1.1727325218127 0.6993559 4 "accuracy" 15 "independent"
"145" 1.92055016238951 0.6993559 5 "accuracy" 15 "independent"
"146" 0.501253483365295 0.3006441 1 "accuracy" 15 "independent"
"147" 0.697577345897146 0.3006441 2 "accuracy" 15 "independent"
"148" 0.942391608266848 0.3006441 3 "accuracy" 15 "independent"
"149" 1.33359460697308 0.3006441 4 "accuracy" 15 "independent"
"150" 2.23883689643308 0.3006441 5 "accuracy" 15 "independent"
"151" 0.497591135152375 0.7657183 1 "accuracy" 16 "independent"
"152" 0.64999243609424 0.7657183 2 "accuracy" 16 "independent"
"153" 0.826615077917514 0.7657183 3 "accuracy" 16 "independent"
"154" 1.10734076842591 0.7657183 4 "accuracy" 16 "independent"
"155" 1.80711751850785 0.7657183 5 "accuracy" 16 "independent"
"156" 0.503372503572073 0.2342817 1 "accuracy" 16 "independent"
"157" 0.704107342785218 0.2342817 2 "accuracy" 16 "independent"
"158" 0.954016391114934 0.2342817 3 "accuracy" 16 "independent"
"159" 1.35148119730525 0.2342817 4 "accuracy" 16 "independent"
"160" 2.26784316857722 0.2342817 5 "accuracy" 16 "independent"
"161" 0.483161502326417 0.8354561 1 "accuracy" 17 "independent"
"162" 0.620218388777309 0.8354561 2 "accuracy" 17 "independent"
"163" 0.776003901270206 0.8354561 3 "accuracy" 17 "independent"
"164" 1.02347507504519 0.8354561 4 "accuracy" 17 "independent"
